time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_transit_walk	arrivals_transit_walk	stuck_transit_walk	en-route_transit_walk	departures_walk	arrivals_walk	stuck_walk	en-route_walk
03:05:00	11100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:10:00	11400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:15:00	11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:20:00	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:25:00	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:30:00	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:35:00	12900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:40:00	13200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:05:00	21900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:10:00	22200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:15:00	22500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:20:00	22800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:25:00	23100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:30:00	23400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:35:00	23700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:40:00	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:45:00	24300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:50:00	24600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:55:00	24900	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
07:00:00	25200	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
07:05:00	25500	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
07:10:00	25800	4	0	0	6	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0
07:15:00	26100	3	1	0	8	0	0	0	0	1	0	0	1	1	1	0	6	1	0	0	1
07:20:00	26400	12	2	0	18	1	1	0	0	0	1	0	0	7	0	0	13	4	0	0	5
07:25:00	26700	8	1	0	25	0	0	0	0	1	0	0	1	2	1	0	14	5	0	0	10
07:30:00	27000	19	5	0	39	3	1	0	2	3	1	0	3	9	3	0	20	4	0	0	14
07:35:00	27300	15	11	0	43	1	3	0	0	5	3	0	5	9	5	0	24	0	0	0	14
07:40:00	27600	28	17	0	54	4	1	0	3	9	7	0	7	12	9	0	27	3	0	0	17
07:45:00	27900	51	24	0	81	20	7	0	16	6	7	0	6	21	10	0	38	4	0	0	21
07:50:00	28200	79	43	0	117	40	18	0	38	14	6	0	14	20	19	0	39	5	0	0	26
07:55:00	28500	89	91	0	115	39	49	0	28	17	19	0	12	25	23	0	41	8	0	0	34
08:00:00	28800	75	87	0	103	34	40	0	22	17	15	0	14	20	27	0	34	4	5	0	33
08:05:00	29100	72	78	0	97	40	34	0	28	7	14	0	7	21	18	0	37	4	12	0	25
08:10:00	29400	72	83	0	86	41	43	0	26	13	12	0	8	17	20	0	34	1	8	0	18
08:15:00	29700	44	69	0	61	23	33	0	16	5	8	0	5	16	25	0	25	0	3	0	15
08:20:00	30000	44	45	0	60	28	25	0	19	5	6	0	4	11	11	0	25	0	3	0	12
08:25:00	30300	45	46	0	59	17	21	0	15	9	7	0	6	18	15	0	28	1	3	0	10
08:30:00	30600	45	54	0	50	17	20	0	12	11	9	0	8	17	19	0	26	0	6	0	4
08:35:00	30900	53	52	0	51	16	18	0	10	14	14	0	8	22	19	0	29	1	1	0	4
08:40:00	31200	36	43	0	44	14	14	0	10	13	7	0	14	9	21	0	17	0	1	0	3
08:45:00	31500	34	39	0	39	14	14	0	10	6	12	0	8	14	13	0	18	0	0	0	3
08:50:00	31800	23	33	0	29	8	12	0	6	4	8	0	4	11	11	0	18	0	2	0	1
08:55:00	32100	28	29	0	28	11	9	0	8	10	5	0	9	7	15	0	10	0	0	0	1
09:00:00	32400	25	29	0	24	8	10	0	6	6	10	0	5	11	9	0	12	0	0	0	1
09:05:00	32700	12	21	0	15	4	8	0	2	3	5	0	3	5	8	0	9	0	0	0	1
09:10:00	33000	12	15	0	12	4	4	0	2	0	3	0	0	8	7	0	10	0	1	0	0
09:15:00	33300	12	11	0	13	4	3	0	3	5	0	0	5	3	8	0	5	0	0	0	0
09:20:00	33600	9	11	0	11	4	4	0	3	1	4	0	2	4	3	0	6	0	0	0	0
09:25:00	33900	19	11	0	19	11	3	0	11	4	4	0	2	4	4	0	6	0	0	0	0
09:30:00	34200	7	20	0	6	1	12	0	0	3	3	0	2	3	5	0	4	0	0	0	0
09:35:00	34500	8	6	0	8	2	1	0	1	2	2	0	2	4	3	0	5	0	0	0	0
09:40:00	34800	9	5	0	12	6	2	0	5	0	2	0	0	3	1	0	7	0	0	0	0
09:45:00	35100	7	9	0	10	2	5	0	2	2	1	0	1	2	3	0	6	1	0	0	1
09:50:00	35400	8	9	0	9	3	3	0	2	1	1	0	1	4	5	0	5	0	0	0	1
09:55:00	35700	5	4	0	10	2	1	0	3	1	1	0	1	1	2	0	4	1	0	0	2
10:00:00	36000	6	6	0	10	0	3	0	0	1	2	0	0	3	1	0	6	2	0	0	4
10:05:00	36300	8	2	0	16	3	0	0	3	1	0	0	1	2	1	0	7	2	1	0	5
10:10:00	36600	4	5	0	15	1	3	0	1	0	1	0	0	2	1	0	8	1	0	0	6
10:15:00	36900	7	8	0	14	0	0	0	1	4	1	0	3	2	4	0	6	1	3	0	4
10:20:00	37200	13	10	0	17	2	1	0	2	3	3	0	3	7	6	0	7	1	0	0	5
10:25:00	37500	7	10	0	14	2	2	0	2	1	3	0	1	4	2	0	9	0	3	0	2
10:30:00	37800	10	8	0	16	2	2	0	2	4	2	0	3	3	4	0	8	1	0	0	3
10:35:00	38100	13	13	0	16	2	1	0	3	6	4	0	5	4	8	0	4	1	0	0	4
10:40:00	38400	10	12	0	14	1	3	0	1	1	6	0	0	7	3	0	8	1	0	0	5
10:45:00	38700	8	4	0	18	3	1	0	3	0	0	0	0	4	3	0	9	1	0	0	6
10:50:00	39000	15	16	0	17	3	3	0	3	6	2	0	4	6	8	0	7	0	3	0	3
10:55:00	39300	8	13	0	12	3	4	0	2	2	3	0	3	3	5	0	5	0	1	0	2
11:00:00	39600	7	6	0	13	1	2	0	1	1	3	0	1	5	1	0	9	0	0	0	2
11:05:00	39900	8	9	0	12	1	1	0	1	4	2	0	3	2	6	0	5	1	0	0	3
11:10:00	40200	10	7	0	15	3	1	0	3	1	3	0	1	6	3	0	8	0	0	0	3
11:15:00	40500	12	9	0	18	2	3	0	2	4	2	0	3	6	4	0	10	0	0	0	3
11:20:00	40800	15	13	0	20	4	2	0	4	4	4	0	3	7	6	0	11	0	1	0	2
11:25:00	41100	14	14	0	20	5	6	0	3	2	4	0	1	7	4	0	14	0	0	0	2
11:30:00	41400	12	18	0	14	5	2	0	6	4	2	0	3	3	12	0	5	0	2	0	0
11:35:00	41700	8	11	0	11	1	5	0	2	2	3	0	2	5	3	0	7	0	0	0	0
11:40:00	42000	9	9	0	11	2	2	0	2	4	2	0	4	3	5	0	5	0	0	0	0
11:45:00	42300	13	14	0	10	2	3	0	1	5	4	0	5	6	7	0	4	0	0	0	0
11:50:00	42600	12	9	0	13	2	1	0	2	3	5	0	3	6	3	0	7	1	0	0	1
11:55:00	42900	19	15	0	17	3	2	0	3	7	5	0	5	8	8	0	7	1	0	0	2
12:00:00	43200	8	10	0	15	2	3	0	2	3	2	0	6	2	4	0	5	1	1	0	2
12:05:00	43500	14	12	0	17	1	2	0	1	2	7	0	1	8	3	0	10	3	0	0	5
12:10:00	43800	8	5	0	20	4	1	0	4	1	1	0	1	3	3	0	10	0	0	0	5
12:15:00	44100	2	5	0	17	0	4	0	0	0	0	0	1	2	1	0	11	0	0	0	5
12:20:00	44400	11	10	0	18	1	0	0	1	4	2	0	3	6	6	0	11	0	2	0	3
12:25:00	44700	14	17	0	15	2	2	0	1	6	4	0	5	6	10	0	7	0	1	0	2
12:30:00	45000	17	18	0	14	1	1	0	1	7	7	0	5	8	8	0	7	1	2	0	1
12:35:00	45300	11	10	0	15	2	2	0	1	3	5	0	3	6	3	0	10	0	0	0	1
12:40:00	45600	10	12	0	13	2	2	0	1	2	4	0	1	5	6	0	9	1	0	0	2
12:45:00	45900	9	12	0	10	1	2	0	0	3	3	0	1	5	6	0	8	0	1	0	1
12:50:00	46200	8	5	0	13	3	1	0	2	3	1	0	3	2	3	0	7	0	0	0	1
12:55:00	46500	7	10	0	10	0	2	0	0	1	3	0	1	6	4	0	9	0	1	0	0
13:00:00	46800	6	5	0	11	0	0	0	0	2	1	0	2	4	4	0	9	0	0	0	0
13:05:00	47100	11	8	0	14	2	1	0	1	4	2	0	4	4	5	0	8	1	0	0	1
13:10:00	47400	18	13	0	19	3	0	0	4	4	6	0	2	10	7	0	11	1	0	0	2
13:15:00	47700	16	17	0	18	1	4	0	1	7	6	0	3	8	7	0	12	0	0	0	2
13:20:00	48000	10	11	0	17	4	1	0	4	2	3	0	2	4	7	0	9	0	0	0	2
13:25:00	48300	5	11	0	11	0	3	0	1	1	2	0	1	4	5	0	8	0	1	0	1
13:30:00	48600	8	9	0	10	1	1	0	1	3	3	0	1	4	5	0	7	0	0	0	1
13:35:00	48900	8	7	0	11	2	1	0	2	2	2	0	1	4	3	0	8	0	1	0	0
13:40:00	49200	9	9	0	11	4	3	0	3	3	1	0	3	2	5	0	5	0	0	0	0
13:45:00	49500	16	16	0	11	1	4	0	0	5	6	0	2	10	6	0	9	0	0	0	0
13:50:00	49800	9	4	0	16	1	0	0	1	2	2	0	2	5	2	0	12	1	0	0	1
13:55:00	50100	11	13	0	14	2	2	0	1	5	4	0	3	4	7	0	9	0	0	0	1
14:00:00	50400	14	13	0	15	1	1	0	1	7	4	0	6	5	8	0	6	1	0	0	2
14:05:00	50700	12	11	0	16	1	1	0	1	3	6	0	3	7	3	0	10	1	1	0	2
14:10:00	51000	10	14	0	12	0	1	0	0	5	6	0	2	5	7	0	8	0	0	0	2
14:15:00	51300	6	5	0	13	1	1	0	0	2	1	0	3	2	3	0	7	1	0	0	3
14:20:00	51600	4	6	0	11	0	0	0	0	1	1	0	3	3	4	0	6	0	1	0	2
14:25:00	51900	14	6	0	19	7	1	0	6	2	3	0	2	5	2	0	9	0	0	0	2
14:30:00	52200	8	13	0	14	2	6	0	2	3	2	0	3	3	5	0	7	0	0	0	2
14:35:00	52500	12	13	0	13	5	6	0	1	3	3	0	3	4	3	0	8	0	1	0	1
14:40:00	52800	11	12	0	12	1	1	0	1	4	2	0	5	6	9	0	5	0	0	0	1
14:45:00	53100	11	12	0	11	2	2	0	1	3	6	0	2	6	3	0	8	0	1	0	0
14:50:00	53400	7	8	0	10	0	1	0	0	2	3	0	1	5	4	0	9	0	0	0	0
14:55:00	53700	8	8	0	10	4	1	0	3	3	1	0	3	1	6	0	4	0	0	0	0
15:00:00	54000	7	8	0	9	0	2	0	1	3	3	0	3	4	3	0	5	0	0	0	0
15:05:00	54300	9	9	0	9	1	1	0	1	2	4	0	1	4	4	0	5	2	0	0	2
15:10:00	54600	6	4	0	11	3	1	0	3	1	1	0	1	2	2	0	5	0	0	0	2
15:15:00	54900	12	11	0	12	3	4	0	2	4	2	0	3	4	5	0	4	1	0	0	3
15:20:00	55200	6	5	0	13	1	1	0	2	2	1	0	4	3	3	0	4	0	0	0	3
15:25:00	55500	7	12	0	8	1	3	0	0	1	4	0	1	5	3	0	6	0	2	0	1
15:30:00	55800	10	6	0	12	2	1	0	1	2	2	0	1	6	2	0	10	0	1	0	0
15:35:00	56100	2	4	0	10	0	1	0	0	0	1	0	0	2	2	0	10	0	0	0	0
15:40:00	56400	5	6	0	9	2	1	0	1	1	1	0	0	2	4	0	8	0	0	0	0
15:45:00	56700	5	7	0	7	0	1	0	0	3	1	0	2	1	5	0	4	1	0	0	1
15:50:00	57000	5	4	0	8	1	1	0	0	2	1	0	3	2	2	0	4	0	0	0	1
15:55:00	57300	16	12	0	12	3	1	0	2	4	5	0	2	8	5	0	7	1	1	0	1
16:00:00	57600	8	7	0	13	2	2	0	2	2	2	0	2	4	3	0	8	0	0	0	1
16:05:00	57900	5	7	0	11	0	2	0	0	3	3	0	2	2	2	0	8	0	0	0	1
16:10:00	58200	12	5	0	18	6	1	0	5	1	1	0	2	1	3	0	6	4	0	0	5
16:15:00	58500	9	12	0	15	1	5	0	1	3	2	0	3	5	4	0	7	0	1	0	4
16:20:00	58800	21	17	0	19	5	5	0	1	5	5	0	3	11	6	0	12	0	1	0	3
16:25:00	59100	18	18	0	19	2	1	0	2	7	6	0	4	9	9	0	12	0	2	0	1
16:30:00	59400	20	15	0	24	13	8	0	7	2	3	0	3	5	3	0	14	0	1	0	0
16:35:00	59700	22	22	0	24	6	8	0	5	6	5	0	4	10	9	0	15	0	0	0	0
16:40:00	60000	21	18	0	27	8	5	0	8	6	5	0	5	7	8	0	14	0	0	0	0
16:45:00	60300	18	19	0	26	7	9	0	6	3	4	0	4	7	6	0	15	1	0	0	1
16:50:00	60600	27	19	0	34	13	12	0	7	4	2	0	6	10	5	0	20	0	0	0	1
16:55:00	60900	27	30	0	31	8	7	0	8	9	8	0	7	10	15	0	15	0	0	0	1
17:00:00	61200	25	22	0	34	9	10	0	7	5	7	0	5	11	5	0	21	0	0	0	1
17:05:00	61500	30	29	0	35	12	9	0	10	9	6	0	8	9	13	0	17	0	1	0	0
17:10:00	61800	49	35	0	49	24	16	0	18	7	8	0	7	16	11	0	22	2	0	0	2
17:15:00	62100	49	50	0	48	15	24	0	9	10	11	0	6	21	15	0	28	3	0	0	5
17:20:00	62400	60	43	0	65	29	19	0	19	10	7	0	9	17	16	0	29	4	1	0	8
17:25:00	62700	65	49	0	81	26	26	0	19	9	9	0	9	26	14	0	41	4	0	0	12
17:30:00	63000	69	62	0	88	29	21	0	27	16	13	0	12	21	28	0	34	3	0	0	15
17:35:00	63300	83	76	0	95	40	37	0	30	16	15	0	13	21	24	0	31	6	0	0	21
17:40:00	63600	73	72	0	96	38	35	0	33	8	14	0	7	24	20	0	35	3	3	0	21
17:45:00	63900	89	84	0	101	41	46	0	28	15	13	0	9	28	24	0	39	5	1	0	25
17:50:00	64200	95	76	0	120	52	42	0	38	13	14	0	8	22	18	0	43	8	2	0	31
17:55:00	64500	79	82	0	117	37	49	0	26	13	9	0	12	24	22	0	45	5	2	0	34
18:00:00	64800	64	82	0	99	12	31	0	7	20	16	0	16	30	27	0	48	2	8	0	28
18:05:00	65100	50	64	0	85	5	8	0	4	20	22	0	14	23	26	0	45	2	8	0	22
18:10:00	65400	39	61	0	63	6	6	0	4	15	17	0	12	18	31	0	32	0	7	0	15
18:15:00	65700	23	41	0	45	2	3	0	3	6	13	0	5	15	20	0	27	0	5	0	10
18:20:00	66000	17	26	0	36	2	3	0	2	7	4	0	8	8	14	0	21	0	5	0	5
18:25:00	66300	14	22	0	28	2	3	0	1	3	8	0	3	9	10	0	20	0	1	0	4
18:30:00	66600	9	17	0	20	0	1	0	0	4	3	0	4	5	10	0	15	0	3	0	1
18:35:00	66900	7	9	0	18	0	0	0	0	1	5	0	0	6	4	0	17	0	0	0	1
18:40:00	67200	7	10	0	15	1	1	0	0	3	0	0	3	2	8	0	11	1	1	0	1
18:45:00	67500	10	7	0	18	3	0	0	3	3	3	0	3	4	4	0	11	0	0	0	1
18:50:00	67800	10	11	0	17	2	4	0	1	3	3	0	3	5	4	0	12	0	0	0	1
18:55:00	68100	8	15	0	10	1	2	0	0	3	4	0	2	4	9	0	7	0	0	0	1
19:00:00	68400	13	11	0	12	5	1	0	4	4	3	0	3	4	6	0	5	0	1	0	0
19:05:00	68700	10	9	0	13	4	5	0	3	0	2	0	1	6	2	0	9	0	0	0	0
19:10:00	69000	8	10	0	11	0	3	0	0	5	2	0	4	3	5	0	7	0	0	0	0
19:15:00	69300	5	6	0	10	1	0	0	1	0	4	0	0	4	2	0	9	0	0	0	0
19:20:00	69600	4	5	0	9	3	3	0	1	0	0	0	0	1	2	0	8	0	0	0	0
19:25:00	69900	6	7	0	8	0	1	0	0	4	1	0	3	2	5	0	5	0	0	0	0
19:30:00	70200	4	6	0	6	0	0	0	0	1	2	0	2	3	4	0	4	0	0	0	0
19:35:00	70500	9	7	0	8	0	0	0	0	4	3	0	3	5	4	0	5	0	0	0	0
19:40:00	70800	9	7	0	10	2	1	0	1	3	3	0	3	3	3	0	5	1	0	0	1
19:45:00	71100	5	6	0	9	1	2	0	0	0	2	0	1	4	2	0	7	0	0	0	1
19:50:00	71400	10	10	0	9	4	1	0	3	2	2	0	1	3	7	0	3	1	0	0	2
19:55:00	71700	6	5	0	10	1	3	0	1	1	1	0	1	4	1	0	6	0	0	0	2
20:00:00	72000	6	6	0	10	0	1	0	0	3	2	0	2	3	3	0	6	0	0	0	2
20:05:00	72300	8	9	0	9	0	0	0	0	5	2	0	5	2	6	0	2	1	1	0	2
20:10:00	72600	4	5	0	8	0	0	0	0	0	4	0	1	4	0	0	6	0	1	0	1
20:15:00	72900	1	2	0	7	0	0	0	0	0	1	0	0	1	1	0	6	0	0	0	1
20:20:00	73200	1	2	0	6	0	0	0	0	1	0	0	1	0	2	0	4	0	0	0	1
20:25:00	73500	2	3	0	5	0	0	0	0	0	1	0	0	2	2	0	4	0	0	0	1
20:30:00	73800	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1
20:35:00	74100	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
20:40:00	74400	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
20:45:00	74700	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
20:50:00	75000	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
20:55:00	75300	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
21:00:00	75600	1	2	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0
21:05:00	75900	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
21:10:00	76200	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
21:15:00	76500	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
21:20:00	76800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:25:00	77100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:30:00	77400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:35:00	77700	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:40:00	78000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:45:00	78300	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
21:50:00	78600	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
21:55:00	78900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:00:00	79200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:05:00	79500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:10:00	79800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:15:00	80100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:20:00	80400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:25:00	80700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:30:00	81000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:35:00	81300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:40:00	81600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:45:00	81900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:50:00	82200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22:55:00	82500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:00:00	82800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:05:00	83100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23:10:00	83400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
