time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_ride_share_driver	arrivals_ride_share_driver	stuck_ride_share_driver	en-route_ride_share_driver	departures_ride_share_passenger	arrivals_ride_share_passenger	stuck_ride_share_passenger	en-route_ride_share_passenger	departures_transit_walk	arrivals_transit_walk	stuck_transit_walk	en-route_transit_walk	departures_walk	arrivals_walk	stuck_walk	en-route_walk
02:55:00	10500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:00:00	10800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:05:00	11100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:10:00	11400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:15:00	11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:20:00	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:25:00	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:30:00	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:35:00	12900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:40:00	13200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:05:00	21900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:10:00	22200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:15:00	22500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:20:00	22800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:25:00	23100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:30:00	23400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:35:00	23700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:40:00	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:45:00	24300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:50:00	24600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:55:00	24900	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
07:00:00	25200	2	1	0	3	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
07:05:00	25500	3	2	0	4	2	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
07:10:00	25800	6	0	0	10	1	0	0	3	0	0	0	0	0	0	0	0	4	0	0	5	1	0	0	2	0	0	0	0
07:15:00	26100	6	7	0	9	1	2	0	2	3	1	0	2	0	1	0	-1	1	0	0	6	1	3	0	0	0	0	0	0
07:20:00	26400	16	6	0	19	9	3	0	8	0	2	0	0	0	0	0	-1	5	0	0	11	2	1	0	1	0	0	0	0
07:25:00	26700	12	8	1	22	9	5	1	11	0	0	0	0	0	0	0	-1	3	2	0	12	0	1	0	0	0	0	0	0
07:30:00	27000	26	17	3	28	17	10	3	15	0	0	0	0	0	4	0	-5	8	3	0	17	0	0	0	0	1	0	0	1
07:35:00	27300	16	16	1	27	14	7	1	21	0	0	0	0	0	5	0	-10	1	4	0	14	0	0	0	0	1	0	0	2
07:40:00	27600	21	14	0	34	12	7	0	26	0	0	0	0	0	2	0	-12	9	5	0	18	0	0	0	0	0	0	0	2
07:45:00	27900	44	21	1	56	31	12	1	44	0	0	0	0	0	5	0	-17	11	4	0	25	2	0	0	2	0	0	0	2
07:50:00	28200	72	36	0	92	53	28	0	69	0	0	0	0	0	4	0	-21	18	4	0	39	1	0	0	3	0	0	0	2
07:55:00	28500	73	73	0	92	53	45	0	77	1	1	0	0	0	16	0	-37	16	10	0	45	2	1	0	4	1	0	0	3
08:00:00	28800	74	66	1	99	54	37	1	93	2	1	0	1	0	11	0	-48	16	14	0	47	2	2	0	4	0	1	0	2
08:05:00	29100	74	75	1	97	56	42	1	106	0	1	0	0	0	15	0	-63	16	16	0	47	2	1	0	5	0	0	0	2
08:10:00	29400	71	62	0	106	50	34	0	122	3	1	0	2	0	14	0	-77	17	10	0	54	1	3	0	3	0	0	0	2
08:15:00	29700	62	73	0	95	47	40	0	129	0	2	0	0	0	13	0	-90	13	17	0	50	2	1	0	4	0	0	0	2
08:20:00	30000	63	61	1	96	49	32	1	145	1	1	0	0	0	14	0	-104	10	13	0	47	3	1	0	6	0	0	0	2
08:25:00	30300	50	60	1	85	43	32	1	155	0	0	0	0	0	16	0	-120	7	11	0	43	0	1	0	5	0	0	0	2
08:30:00	30600	50	62	0	73	41	24	0	172	3	1	0	2	0	20	0	-140	5	13	0	35	1	4	0	2	0	0	0	2
08:35:00	30900	40	45	0	68	27	22	0	177	0	2	0	0	0	11	0	-151	11	9	0	37	2	1	0	3	0	0	0	2
08:40:00	31200	34	36	2	64	27	16	2	186	0	0	0	0	0	13	0	-164	6	5	0	38	0	2	0	1	1	0	0	3
08:45:00	31500	29	34	0	59	21	17	0	190	0	0	0	0	0	9	0	-173	8	8	0	38	0	0	0	1	0	0	0	3
08:50:00	31800	26	28	1	56	20	16	1	193	1	0	0	1	0	3	0	-176	5	6	0	37	0	1	0	0	0	2	0	1
08:55:00	32100	30	28	1	57	20	11	1	201	0	1	0	0	0	9	0	-185	9	7	0	39	1	0	0	1	0	0	0	1
09:00:00	32400	13	16	0	54	10	11	0	200	0	0	0	0	0	3	0	-188	3	1	0	41	0	0	0	1	0	1	0	0
09:05:00	32700	16	19	0	51	14	9	0	205	0	0	0	0	0	5	0	-193	2	5	0	38	0	0	0	1	0	0	0	0
09:10:00	33000	14	18	0	47	10	10	0	205	0	0	0	0	0	3	0	-196	3	4	0	37	1	1	0	1	0	0	0	0
09:15:00	33300	19	19	0	47	13	9	0	209	1	0	0	1	0	5	0	-201	4	4	0	37	0	1	0	0	1	0	0	1
09:20:00	33600	8	7	0	48	7	3	0	213	0	1	0	0	0	3	0	-204	0	0	0	37	1	0	0	1	0	0	0	1
09:25:00	33900	16	18	0	46	12	10	0	215	0	0	0	0	0	3	0	-207	4	5	0	36	0	0	0	1	0	0	0	1
09:30:00	34200	11	11	0	46	11	6	0	220	0	0	0	0	0	3	0	-210	0	2	0	34	0	0	0	1	0	0	0	1
09:35:00	34500	12	18	0	40	10	10	0	220	0	0	0	0	0	3	0	-213	2	5	0	31	0	0	0	1	0	0	0	1
09:40:00	34800	13	16	0	37	13	7	0	226	0	0	0	0	0	4	0	-217	0	5	0	26	0	0	0	1	0	0	0	1
09:45:00	35100	8	12	0	33	6	5	0	227	0	0	0	0	0	5	0	-222	1	1	0	26	1	1	0	1	0	0	0	1
09:50:00	35400	9	13	0	29	5	8	0	224	1	1	0	0	0	1	0	-223	1	2	0	25	2	1	0	2	0	0	0	1
09:55:00	35700	7	6	0	30	2	1	0	225	1	1	0	0	0	2	0	-225	3	1	0	27	1	1	0	2	0	0	0	1
10:00:00	36000	7	8	0	29	6	4	0	227	0	0	0	0	0	2	0	-227	1	2	0	26	0	0	0	2	0	0	0	1
10:05:00	36300	3	6	0	26	1	4	0	224	1	0	0	1	0	0	0	-227	1	0	0	27	0	2	0	0	0	0	0	1
10:10:00	36600	5	6	0	25	4	3	0	225	0	1	0	0	0	1	0	-228	0	1	0	26	1	0	0	1	0	0	0	1
10:15:00	36900	3	3	0	25	3	2	0	226	0	0	0	0	0	0	0	-228	0	1	0	25	0	0	0	1	0	0	0	1
10:20:00	37200	6	4	0	27	2	2	0	226	0	0	0	0	0	1	0	-229	4	0	0	29	0	0	0	1	0	1	0	0
10:25:00	37500	3	5	0	25	2	3	0	225	0	0	0	0	0	1	0	-230	1	1	0	29	0	0	0	1	0	0	0	0
10:30:00	37800	6	5	0	26	3	2	0	226	0	0	0	0	0	1	0	-231	3	1	0	31	0	1	0	0	0	0	0	0
10:35:00	38100	2	4	0	24	2	3	0	225	0	0	0	0	0	1	0	-232	0	0	0	31	0	0	0	0	0	0	0	0
10:40:00	38400	3	6	0	21	3	5	0	223	0	0	0	0	0	0	0	-232	0	1	0	30	0	0	0	0	0	0	0	0
10:45:00	38700	9	5	0	25	6	2	0	227	0	0	0	0	0	2	0	-234	3	1	0	32	0	0	0	0	0	0	0	0
10:50:00	39000	6	8	0	23	4	7	0	224	0	0	0	0	0	0	0	-234	1	1	0	32	1	0	0	1	0	0	0	0
10:55:00	39300	9	7	0	25	6	4	0	226	0	0	0	0	0	0	0	-234	0	3	0	29	0	0	0	1	3	0	0	3
11:00:00	39600	4	6	0	23	2	2	0	226	0	0	0	0	0	3	0	-237	2	1	0	30	0	0	0	1	0	0	0	3
11:05:00	39900	2	3	0	22	2	1	0	227	0	0	0	0	0	2	0	-239	0	0	0	30	0	0	0	1	0	0	0	3
11:10:00	40200	3	5	0	20	2	5	0	224	0	0	0	0	0	0	0	-239	1	0	0	31	0	0	0	1	0	0	0	3
11:15:00	40500	7	8	0	19	3	5	0	222	1	0	0	1	0	0	0	-239	3	1	0	33	0	1	0	0	0	1	0	2
11:20:00	40800	10	4	0	25	7	2	0	227	0	0	0	1	0	1	0	-240	3	1	0	35	0	0	0	0	0	0	0	2
11:25:00	41100	11	10	0	26	7	7	0	227	0	1	0	0	0	0	0	-240	3	2	0	36	1	0	0	1	0	0	0	2
11:30:00	41400	7	6	0	27	5	4	0	228	0	0	0	0	0	2	0	-242	1	0	0	37	1	0	0	2	0	0	0	2
11:35:00	41700	5	8	0	24	3	4	0	227	0	0	0	0	0	2	0	-244	2	1	0	38	0	1	0	1	0	0	0	2
11:40:00	42000	4	5	0	23	2	4	0	225	0	0	0	0	0	0	0	-244	1	1	0	38	0	0	0	1	1	0	0	3
11:45:00	42300	6	7	0	22	2	4	0	223	1	0	0	1	0	1	0	-245	3	1	0	40	0	1	0	0	0	0	0	3
11:50:00	42600	3	3	0	22	0	1	0	222	0	1	0	0	0	1	0	-246	2	0	0	42	1	0	0	1	0	0	0	3
11:55:00	42900	8	5	0	25	6	3	0	225	1	0	0	1	0	0	0	-246	1	0	0	43	0	1	0	0	0	1	0	2
12:00:00	43200	5	6	0	24	4	2	0	227	0	1	0	0	0	1	0	-247	0	1	0	42	1	0	0	1	0	1	0	1
12:05:00	43500	7	8	0	23	7	7	0	227	0	0	0	0	0	0	0	-247	0	0	0	42	0	1	0	0	0	0	0	1
12:10:00	43800	7	8	0	22	3	6	0	224	0	0	0	0	0	0	0	-247	4	2	0	44	0	0	0	0	0	0	0	1
12:15:00	44100	3	4	0	21	3	2	0	225	0	0	0	0	0	2	0	-249	0	0	0	44	0	0	0	0	0	0	0	1
12:20:00	44400	5	7	0	19	3	6	0	222	0	0	0	0	0	0	0	-249	2	1	0	45	0	0	0	0	0	0	0	1
12:25:00	44700	5	9	0	15	5	5	0	222	0	0	0	0	0	2	0	-251	0	2	0	43	0	0	0	0	0	0	0	1
12:30:00	45000	4	3	1	15	3	2	1	222	0	0	0	0	0	1	0	-252	1	0	0	44	0	0	0	0	0	0	0	1
12:35:00	45300	5	7	0	13	4	3	0	223	0	0	0	0	0	1	0	-253	0	2	0	42	0	0	0	0	1	1	0	1
12:40:00	45600	4	2	0	15	3	2	0	224	0	0	0	0	0	0	0	-253	1	0	0	43	0	0	0	0	0	0	0	1
12:45:00	45900	3	6	0	12	1	4	0	221	0	0	0	0	0	1	0	-254	2	1	0	44	0	0	0	0	0	0	0	1
12:50:00	46200	2	4	0	10	2	3	0	220	0	0	0	0	0	1	0	-255	0	0	0	44	0	0	0	0	0	0	0	1
12:55:00	46500	2	1	0	11	0	1	0	219	0	0	0	0	0	0	0	-255	2	0	0	46	0	0	0	0	0	0	0	1
13:00:00	46800	1	2	0	10	0	2	0	217	0	0	0	0	0	0	0	-255	1	0	0	47	0	0	0	0	0	0	0	1
13:05:00	47100	4	1	0	13	1	1	0	217	0	0	0	0	0	0	0	-255	3	0	0	50	0	0	0	0	0	0	0	1
13:10:00	47400	5	1	0	17	2	1	0	218	0	0	0	0	0	0	0	-255	3	0	0	53	0	0	0	0	0	0	0	1
13:15:00	47700	3	4	0	16	2	4	0	216	0	0	0	0	0	0	0	-255	1	0	0	54	0	0	0	0	0	0	0	1
13:20:00	48000	5	2	0	19	3	2	0	217	0	0	0	0	0	0	0	-255	1	0	0	55	0	0	0	0	1	0	0	2
13:25:00	48300	4	5	0	18	4	4	0	217	0	0	0	0	0	0	0	-255	0	1	0	54	0	0	0	0	0	0	0	2
13:30:00	48600	4	5	0	17	3	4	0	216	0	0	0	0	0	0	0	-255	1	1	0	54	0	0	0	0	0	0	0	2
13:35:00	48900	6	5	0	18	4	2	0	218	0	0	0	0	0	2	0	-257	2	1	0	55	0	0	0	0	0	0	0	2
13:40:00	49200	4	5	0	17	4	3	0	219	0	0	0	0	0	1	0	-258	0	1	0	54	0	0	0	0	0	0	0	2
13:45:00	49500	3	4	0	16	1	4	0	216	0	0	0	0	0	0	0	-258	2	0	0	56	0	0	0	0	0	0	0	2
13:50:00	49800	3	2	0	17	2	1	0	217	0	0	0	0	0	1	0	-259	1	0	0	57	0	0	0	0	0	0	0	2
13:55:00	50100	2	4	0	15	2	4	0	215	0	0	0	0	0	0	0	-259	0	0	0	57	0	0	0	0	0	0	0	2
14:00:00	50400	5	2	0	18	2	2	0	215	0	0	0	0	0	0	0	-259	2	0	0	59	0	0	0	0	1	0	0	3
14:05:00	50700	4	2	0	20	3	1	0	217	0	0	0	0	0	0	0	-259	1	1	0	59	0	0	0	0	0	0	0	3
14:10:00	51000	2	4	0	18	2	1	0	218	0	0	0	0	0	1	0	-260	0	1	0	58	0	0	0	0	0	1	0	2
14:15:00	51300	3	4	0	17	2	3	0	217	0	0	0	0	0	0	0	-260	1	0	0	59	0	0	0	0	0	1	0	1
14:20:00	51600	4	3	0	18	2	2	0	217	0	0	0	0	0	1	0	-261	1	0	0	60	1	0	0	1	0	0	0	1
14:25:00	51900	9	7	0	20	7	5	0	219	0	0	0	0	0	0	0	-261	2	2	0	60	0	0	0	1	0	0	0	1
14:30:00	52200	6	6	0	20	4	3	0	220	1	0	0	1	0	1	0	-262	1	1	0	60	0	1	0	0	0	0	0	1
14:35:00	52500	8	10	0	18	6	7	0	219	0	1	0	0	0	2	0	-264	1	0	0	61	1	0	0	1	0	0	0	1
14:40:00	52800	7	11	0	14	5	6	0	218	0	0	0	0	0	1	0	-265	2	3	0	60	0	1	0	0	0	0	0	1
14:45:00	53100	3	4	0	13	2	1	0	219	0	0	0	0	0	2	0	-267	1	1	0	60	0	0	0	0	0	0	0	1
14:50:00	53400	2	1	0	14	1	1	0	219	0	0	0	0	0	0	0	-267	1	0	0	61	0	0	0	0	0	0	0	1
14:55:00	53700	3	4	0	13	3	2	0	220	0	0	0	0	0	1	0	-268	0	0	0	61	0	0	0	0	0	1	0	0
15:00:00	54000	4	7	0	10	2	4	0	218	0	0	0	0	0	1	0	-269	2	2	0	61	0	0	0	0	0	0	0	0
15:05:00	54300	2	1	0	11	1	1	0	218	0	0	0	0	0	0	0	-269	0	0	0	61	0	0	0	0	1	0	0	1
15:10:00	54600	3	2	0	12	3	1	0	220	0	0	0	0	0	1	0	-270	0	0	0	61	0	0	0	0	0	0	0	1
15:15:00	54900	8	6	0	14	7	5	0	222	0	0	0	0	0	0	0	-270	1	1	0	61	0	0	0	0	0	0	0	1
15:20:00	55200	5	7	0	12	3	4	0	221	0	0	0	0	0	2	0	-272	2	1	0	62	0	0	0	0	0	0	0	1
15:25:00	55500	5	5	0	12	3	2	0	222	0	0	0	0	0	1	0	-273	1	2	0	61	1	0	0	1	0	0	0	1
15:30:00	55800	8	6	0	14	3	3	0	222	1	1	0	0	0	1	0	-274	3	0	0	64	1	1	0	1	0	0	0	1
15:35:00	56100	2	5	0	11	1	3	0	220	0	0	0	0	0	0	0	-274	1	1	0	64	0	1	0	0	0	0	0	1
15:40:00	56400	6	4	0	13	3	2	0	221	0	0	0	0	0	1	0	-275	3	1	0	66	0	0	0	0	0	0	0	1
15:45:00	56700	0	3	0	10	0	2	0	219	0	0	0	0	0	1	0	-276	0	0	0	66	0	0	0	0	0	0	0	1
15:50:00	57000	0	1	0	9	0	1	0	218	0	0	0	0	0	0	0	-276	0	0	0	66	0	0	0	0	0	0	0	1
15:55:00	57300	5	3	0	11	4	2	0	220	0	0	0	0	0	0	0	-276	1	0	0	67	0	0	0	0	0	1	0	0
16:00:00	57600	6	3	0	14	4	3	0	221	0	0	0	0	0	0	0	-276	2	0	0	69	0	0	0	0	0	0	0	0
16:05:00	57900	8	9	0	13	3	5	0	219	1	0	0	1	0	1	0	-277	2	2	0	69	1	1	0	0	1	0	0	1
16:10:00	58200	5	8	0	10	3	5	0	217	0	1	0	0	0	1	0	-278	1	1	0	69	1	0	0	1	0	0	0	1
16:15:00	58500	6	4	0	12	4	3	0	218	0	0	0	0	0	1	0	-279	2	0	0	71	0	0	0	1	0	0	0	1
16:20:00	58800	10	9	0	13	5	7	0	216	0	0	0	0	0	0	0	-279	4	1	0	74	0	1	0	0	1	0	0	2
16:25:00	59100	8	6	0	15	7	3	0	220	0	0	0	0	0	2	0	-281	1	1	0	74	0	0	0	0	0	0	0	2
16:30:00	59400	11	16	0	10	10	13	0	217	0	0	0	0	0	1	0	-282	1	2	0	73	0	0	0	0	0	0	0	2
16:35:00	59700	13	14	0	9	9	11	0	215	0	0	0	0	0	0	0	-282	4	3	0	74	0	0	0	0	0	0	0	2
16:40:00	60000	8	12	0	5	6	8	0	213	0	0	0	0	0	3	0	-285	2	1	0	75	0	0	0	0	0	0	0	2
16:45:00	60300	14	13	0	6	8	9	0	212	1	0	0	1	0	2	0	-287	4	1	0	78	1	1	0	0	0	0	0	2
16:50:00	60600	23	17	0	12	12	13	0	211	0	1	0	0	0	1	0	-288	10	2	0	86	1	0	0	1	0	0	0	2
16:55:00	60900	15	14	0	13	9	10	0	210	0	0	0	0	0	1	0	-289	4	3	0	87	2	0	0	3	0	0	0	2
17:00:00	61200	19	20	0	12	11	10	0	211	2	1	0	1	0	3	0	-292	5	4	0	88	1	2	0	2	0	0	0	2
